,Ensembl gene ID,HGNC ID,Status,Approved symbol,Approved name,NCBI gene ID,UCSC gene ID,RefSeq accession
1498,ENSG00000104826,HGNC:6584,Approved,LHB,luteinizing hormone subunit beta,3972,uc002plt.4,NM_000894
1499,ENSG00000124466,HGNC:24880,Approved,LYPD3,LY6/PLAUR domain containing 3,27076,uc002owl.2,NM_014400
1500,ENSG00000269417,,,,,,,
1501,ENSG00000267922,,,,,,,
1502,ENSG00000147160,HGNC:23251,Approved,AWAT2,acyl-CoA wax alcohol acyltransferase 2,158835,uc004dxt.1,NM_001002254
1503,ENSG00000196756,HGNC:48600,Approved,SNHG17,small nucleolar RNA host gene 17,388796,,NR_015366
1504,ENSG00000267633,,,,,,,
1505,ENSG00000189348,HGNC:43617,Approved,FAM90A27P,"family with sequence similarity 90 member A27, pseudogene",646508,,NR_046365
1506,ENSG00000267279,,,,,,,
1507,ENSG00000119929,HGNC:24271,Approved,CUTC,cutC copper transporter,51076,uc001kqd.5,NM_015960
1508,ENSG00000099840,HGNC:26950,Approved,IZUMO4,IZUMO family member 4,113177,uc002lux.2,NM_052878
1509,ENSG00000175130,HGNC:7142,Approved,MARCKSL1,MARCKS like 1,65108,uc001bvd.5,NM_023009
1510,ENSG00000267574,,,,,,,
1511,ENSG00000194297,HGNC:48417,Approved,RNU1-75P,"RNA, U1 small nuclear 75, pseudogene",106480172,,NG_043279
1512,ENSG00000225613,HGNC:49089,Approved,LINCMD1,"long intergenic non-protein coding RNA, muscle differentiation 1",101154644,,NR_131248
1513,ENSG00000197172,HGNC:6804,Approved,MAGEA6,MAGE family member A6,4105,uc033fao.2,NM_005363
1514,ENSG00000197016,HGNC:22220,Approved,ZNF470,zinc finger protein 470,388566,uc002qnl.5,NM_001001668
1515,ENSG00000105767,HGNC:30825,Approved,CADM4,cell adhesion molecule 4,199731,uc002oxc.2,NM_145296
1516,ENSG00000267066,,,,,,,
1517,ENSG00000267394,HGNC:55298,Approved,ATXN7L3-AS1,ATXN7L3 antisense RNA 1,101926967,,XR_001752903
1518,ENSG00000100053,HGNC:2400,Approved,CRYBB3,crystallin beta B3,1417,uc003abo.3,NM_004076
1519,ENSG00000267732,,,,,,,
1520,ENSG00000179564,HGNC:26781,Approved,LSMEM2,leucine rich single-pass membrane protein 2,132228,uc003cyz.4,NM_153215
1521,ENSG00000267027,,,,,,,
1522,ENSG00000131183,HGNC:11019,Approved,SLC34A1,solute carrier family 34 member 1,6569,uc003mgk.5,NM_003052
1523,ENSG00000170128,HGNC:4480,Approved,GPR25,G protein-coupled receptor 25,2848,uc001gvn.3,NM_005298
1524,ENSG00000235790,HGNC:40154,Approved,PEF1-AS1,PEF1 and COL16A1 antisense RNA 1,107985471,,XR_001737627
1525,ENSG00000235547,HGNC:33980,Approved,NDUFB11P1,NADH:ubiquinone oxidoreductase subunit B11 pseudogene 1,390239,,NG_009688
1526,ENSG00000236655,HGNC:54531,Approved,SLC6A14P3,SLC6A14 pseudogene 3,100422417,,NG_023602
1527,ENSG00000213014,HGNC:33223,Approved,VN2R17P,"vomeronasal 2 receptor 17, pseudogene",649186,,NG_006107
1528,ENSG00000267340,,,,,,,
1529,ENSG00000266915,HGNC:29779,Approved,MRPS5P4,mitochondrial ribosomal protein S5 pseudogene 4,359797,,NG_002900
1530,ENSG00000266916,HGNC:51303,Approved,ZNF793-AS1,ZNF793 antisense RNA 1 (head to head),101927720,,NR_110723
1531,ENSG00000267172,,,,,,,
1532,ENSG00000186678,,,,,,,
1533,ENSG00000230564,HGNC:1444,Approved,CALM1P2,calmodulin 1 pseudogene 2,804,,NG_001090
1534,ENSG00000237653,HGNC:56619,Approved,PERPP1,PERP pseudogene 1,127566428,,
1535,ENSG00000234816,HGNC:4728,Approved,H2AC5P,"H2A clustered histone 5, pseudogene",10341,,NG_029344
1536,ENSG00000244349,,,,,,,
1537,ENSG00000213077,,,,,,,
1538,ENSG00000214067,,,,,,,
1539,ENSG00000233483,HGNC:55140,Approved,EFCAB15P,"EF-hand calcium binding domain 15, pseudogene",118568824,,NG_084024
1540,ENSG00000186860,HGNC:18917,Approved,KRTAP17-1,keratin associated protein 17-1,83902,uc002hwj.3,NM_031964
1541,ENSG00000126266,HGNC:4498,Approved,FFAR1,free fatty acid receptor 1,2864,uc002nzc.3,NM_005303
1542,ENSG00000272968,HGNC:42971,Approved,RBAK-RBAKDN,RBAK-RBAKDN readthrough,100533952,,NM_001204513
1543,ENSG00000225814,HGNC:41970,Approved,GRPEL2P2,GRPEL2 pseudogene 2,100129994,,NG_022604
1544,ENSG00000213908,HGNC:2612,Approved,CYP2A7P1,cytochrome P450 family 2 subfamily A member 7 pseudogene 1,1550,,NG_029327
1545,ENSG00000267324,,,,,,,
1546,ENSG00000197483,HGNC:28054,Approved,ZNF628,zinc finger protein 628,89887,uc002qld.3,NM_033113
1547,ENSG00000177464,HGNC:4497,Approved,GPR4,G protein-coupled receptor 4,2828,uc002pcm.4,NM_005282
1548,ENSG00000267792,HGNC:51471,Approved,WBP1LP11,WBP1L pseudogene 11,106481969,,NG_043323
1549,ENSG00000265845,,,,,,,
1550,ENSG00000196131,HGNC:19872,Approved,VN1R2,vomeronasal 1 receptor 2,317701,uc002qbi.2,NM_173856
1551,ENSG00000267241,HGNC:39943,Approved,CYP4F10P,"cytochrome P450 family 4 subfamily F member 10, pseudogene",646575,,NG_032152
1552,ENSG00000105694,HGNC:49169,Approved,ELOCP28,elongin C pseudogene 28,100287483,,NG_012739
1553,ENSG00000224405,HGNC:43722,Approved,LINC00572,long intergenic non-protein coding RNA 572,100861573,uc032aap.1,NR_047501
1554,ENSG00000217576,,,,,,,
1555,ENSG00000230533,HGNC:56128,Approved,LINC03004,long intergenic non-protein coding RNA 3004,102723649,,NR_125867
1556,ENSG00000234156,,,,,,,
1557,ENSG00000205775,,,,,,,
1558,ENSG00000187979,HGNC:53910,Approved,FAM230D,family with sequence similarity 230 member D,100996415,,NR_136570
1559,ENSG00000267905,HGNC:55282,Approved,VSIG10L-AS1,VSIG10L antisense RNA 1,118827807,,
1560,ENSG00000063515,HGNC:4613,Approved,GSC2,goosecoid homeobox 2,2928,uc011ags.3,NM_005315
1561,ENSG00000183690,HGNC:26233,Approved,EFHC2,EF-hand domain containing 2,80258,uc004dgb.5,NM_025184
1562,ENSG00000233287,,,,,,,
1563,ENSG00000270865,HGNC:51940,Approved,RPL12P48,ribosomal protein L12 pseudogene 48,101926938,,
1564,ENSG00000249115,HGNC:29130,Approved,HAUS5,HAUS augmin like complex subunit 5,23354,uc002oam.2,NM_015302
1565,ENSG00000256218,,,,,,,
1566,ENSG00000267629,,,,,,,
1567,ENSG00000267625,,,,,,,
1568,ENSG00000176273,HGNC:26607,Approved,SLC35G1,solute carrier family 35 member G1,159371,uc001kjf.3,NM_153226
1569,ENSG00000271557,HGNC:50556,Approved,YPEL5P2,YPEL5 pseudogene 2,100132562,,NG_028134
1570,ENSG00000271492,HGNC:49102,Approved,MEMO1P5,MEMO1 pseudogene 5,106481668,,NG_042937
1571,ENSG00000217897,HGNC:49326,Approved,HSPE1P8,heat shock protein family E (Hsp10) member 1 pseudogene 8,100292290,,NG_050926
1572,ENSG00000270906,HGNC:51949,Approved,MTND4P35,MT-ND4 pseudogene 35,107075117,,NG_068431
1573,ENSG00000270641,HGNC:12377,Approved,TSIX,"TSIX transcript, XIST antisense RNA",9383,uc004ebn.2,NR_003255
1574,ENSG00000269564,,,,,,,
1575,ENSG00000227392,HGNC:47041,Approved,HPN-AS1,HPN antisense RNA 1,100128675,uc010xsi.3,NR_024561
1576,ENSG00000249510,HGNC:55892,Approved,RPL6P23,ribosomal protein L6 pseudogene 23,100130524,,NG_009920
1577,ENSG00000236045,,,,,,,
1578,ENSG00000123569,HGNC:27252,Approved,H2BW1,H2B.W histone 1,158983,uc004elr.4,NM_001002916
1579,ENSG00000251279,HGNC:41293,Approved,SMIM15-AS1,SMIM15 antisense RNA 1,101928630,,NR_109908
1580,ENSG00000267345,,,,,,,
1581,ENSG00000229876,HGNC:49477,Approved,CASC20,cancer susceptibility 20,101929244,,NR_109953
1582,ENSG00000228837,HGNC:42878,Approved,CBX3P6,CBX3 pseudogene 6,642721,,NG_021530
1583,ENSG00000184203,HGNC:9288,Approved,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2,5504,uc032sob.2,NM_006241
1584,ENSG00000272851,,,,,,,
1585,ENSG00000224208,HGNC:54987,Approved,ZCRB1P1,ZCRB1 pseudogene 1,100131556,,NG_022609
1586,ENSG00000248049,HGNC:49083,Approved,UBA6-DT,UBA6 divergent transcript,550112,,NR_015439
1587,ENSG00000126249,HGNC:28194,Approved,PDCD2L,programmed cell death 2 like,84306,uc002nvj.4,NM_032346
1588,ENSG00000198695,HGNC:7462,Approved,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,4541,uc064xpm.1,YP_003024037
1589,ENSG00000267137,,,,,,,
1590,ENSG00000189050,HGNC:30206,Approved,RNFT1,"ring finger protein, transmembrane 1",51136,uc002iya.4,NM_016125
1591,ENSG00000230882,,,,,,,
1592,ENSG00000267141,,,,,,,
1593,ENSG00000266998,,,,,,,
1594,ENSG00000205231,HGNC:41159,Approved,TTLL10-AS1,TTLL10 antisense RNA 1,100506376,uc001acx.2,NR_173246
1595,ENSG00000256777,HGNC:44508,Approved,PDCL3P7,PDCL3 pseudogene 7,390340,,
1596,ENSG00000121314,HGNC:14915,Approved,TAS2R8,taste 2 receptor member 8,50836,uc010shh.3,NM_023918
1597,ENSG00000267153,HGNC:45195,Approved,CTBP2P3,CTBP2 pseudogene 3,220147,,NG_022494
1598,ENSG00000267477,,,,,,,
1599,ENSG00000095587,HGNC:11844,Approved,TLL2,tolloid like 2,7093,uc001kml.3,NM_012465
1600,ENSG00000181323,HGNC:32429,Approved,SPEM1,spermatid maturation 1,374768,uc002ggv.3,NM_199339
1601,ENSG00000236599,HGNC:38731,Approved,ELOCP26,elongin C pseudogene 26,118097967,,NG_070100
1602,ENSG00000268050,,,,,,,
1603,ENSG00000269469,,,,,,,
1604,ENSG00000189002,HGNC:9458,Approved,PROS2P,protein S (beta) pseudogene,5628,,NG_001179
1605,ENSG00000269375,,,,,,,
1606,ENSG00000198153,HGNC:34389,Approved,ZNF849P,"zinc finger protein 849, pseudogene",100130108,,XM_001719785
1607,ENSG00000271672,HGNC:32187,Approved,DUXAP8,double homeobox A pseudogene 8,503637,uc002zks.5,NR_122113
1608,ENSG00000268166,,,,,,,
1609,ENSG00000104823,HGNC:3149,Approved,ECH1,enoyl-CoA hydratase 1,1891,uc002oji.4,NM_001398
1610,ENSG00000267904,,,,,,,
1611,ENSG00000167034,HGNC:7838,Approved,NKX3-1,NK3 homeobox 1,4824,uc011kzx.3,NM_001256339
1612,ENSG00000268858,,,,,,,
1613,ENSG00000268964,HGNC:39051,Approved,ERVV-2,"endogenous retrovirus group V member 2, envelope",100271846,uc021uzd.2,NM_001191055
1614,ENSG00000268550,,,,,,,
1615,ENSG00000088002,HGNC:11459,Approved,SULT2B1,sulfotransferase family 2B member 1,6820,uc002pjl.4,NM_004605
1616,ENSG00000215695,HGNC:10458,Approved,RSC1A1,regulator of solute carriers 1,6248,uc010obn.2,NM_006511
1617,ENSG00000268678,,,,,,,
1618,ENSG00000228065,HGNC:51210,Approved,LINC01515,long intergenic non-protein coding RNA 1515,101928913,,NR_120647
1619,ENSG00000225850,,,,,,,
1620,ENSG00000272462,HGNC:56046,Approved,LINC02980,long intergenic non-protein coding RNA 2980,123706533,,
1621,ENSG00000267471,,,,,,,
1622,ENSG00000170178,HGNC:5135,Approved,HOXD12,homeobox D12,3238,uc010zev.2,NM_021193
1623,ENSG00000223492,,,,,,,
1624,ENSG00000273450,,,,,,,
1625,ENSG00000235430,HGNC:43768,Approved,ZSWIM5P1,zinc finger SWIM-type containing 5 pseudogene 1,100130110,,NG_022443
1626,ENSG00000256947,,,,,,,
1627,ENSG00000256673,,,,,,,
1628,ENSG00000270058,,,,,,,
1629,ENSG00000250580,HGNC:49823,Approved,SNRPCP8,small nuclear ribonucleoprotein polypeptide C pseudogene 8,100310851,,NG_013326
1630,ENSG00000225704,,,,,,,
1631,ENSG00000213110,HGNC:33988,Approved,RNF11P1,ring finger protein 11 pseudogene 1,100131695,,NG_008707
1632,ENSG00000227097,HGNC:35787,Approved,RPS28P7,ribosomal protein S28 pseudogene 7,646195,,NG_005980
1633,ENSG00000113811,HGNC:30394,Approved,SELENOK,selenoprotein K,58515,,NM_021237
1634,ENSG00000223869,,,,,,,
1635,ENSG00000105738,HGNC:23801,Approved,SIPA1L3,signal induced proliferation associated 1 like 3,23094,uc002ohk.4,NM_015073
1636,ENSG00000183396,HGNC:32372,Approved,TMEM89,transmembrane protein 89,440955,uc011bbo.3,NM_001008269
1637,ENSG00000227733,,,,,,,
1638,ENSG00000130283,HGNC:4214,Approved,GDF1,growth differentiation factor 1,2657,uc060vuk.1,NM_001492
1639,ENSG00000148384,HGNC:21474,Approved,INPP5E,inositol polyphosphate-5-phosphatase E,56623,uc004cho.4,NM_019892
1640,ENSG00000125652,HGNC:21306,Approved,ALKBH7,alkB homolog 7,84266,uc002meo.3,NM_032306
1641,ENSG00000232059,,,,,,,
1642,ENSG00000235060,HGNC:12675,Approved,VDAC1P4,voltage dependent anion channel 1 pseudogene 4,7418,,NG_007502
1643,ENSG00000268750,,,,,,,
1644,ENSG00000268838,,,,,,,
1645,ENSG00000268536,,,,,,,
1646,ENSG00000268729,,,,,,,
1647,ENSG00000273394,,,,,,,
1648,ENSG00000269590,,,,,,,
1649,ENSG00000267901,,,,,,,
1650,ENSG00000266494,HGNC:41835,Approved,MIR4641,microRNA 4641,100616178,uc021yzk.2,NR_039784
1651,ENSG00000266643,HGNC:38932,Approved,MIR3677,microRNA 3677,100500812,uc021tas.1,NR_037448
1652,ENSG00000267858,HGNC:51271,Approved,MZF1-AS1,MZF1 antisense RNA 1,100131691,,NR_027334
1653,ENSG00000271973,,,,,,,
1654,ENSG00000269391,,,,,,,
1655,ENSG00000130520,HGNC:17259,Approved,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",25804,uc002niq.4,NM_001252129
1656,ENSG00000271697,,,,,,,
1657,ENSG00000130528,HGNC:5178,Approved,HRC,histidine rich calcium binding protein,3270,uc002pmv.4,NM_002152
1658,ENSG00000268149,,,,,,,
1659,ENSG00000268095,HGNC:51285,Approved,ZNF649-AS1,ZNF649 antisense RNA 1,101928571,,NR_110733
1660,ENSG00000235902,,,,,,,
1661,ENSG00000220447,,,,,,,
1662,ENSG00000224082,HGNC:44476,Approved,UBTFL8,UBTF like 8 (pseudogene),643182,,NG_008907
1663,ENSG00000105649,HGNC:9777,Approved,RAB3A,"RAB3A, member RAS oncogene family",5864,uc002nie.3,NM_002866
1664,ENSG00000272568,HGNC:56138,Approved,CPVL-AS2,CPVL antisense RNA 2,100506497,,NR_038965
1665,ENSG00000214031,HGNC:54935,Approved,CLDN7P1,CLDN7 pseudogene 1,100129851,,NG_022591
1666,ENSG00000105656,HGNC:23114,Approved,ELL,elongation factor for RNA polymerase II,8178,uc002njh.3,NM_006532
1667,ENSG00000255470,,,,,,,
1668,ENSG00000228302,,,,,,,
1669,ENSG00000268804,HGNC:52992,Approved,LINC02132,long intergenic non-protein coding RNA 2132,107984811,,XR_001752391
1670,ENSG00000239828,HGNC:56107,Approved,CCDC54-AS1,CCDC54 antisense RNA 1,101929579,,NR_126332
1671,ENSG00000257327,,,,,,,
1672,ENSG00000105251,HGNC:30633,Approved,SHD,Src homology 2 domain containing transforming protein D,56961,uc002lzw.3,NM_020209
1673,ENSG00000130312,HGNC:14488,Approved,MRPL34,mitochondrial ribosomal protein L34,64981,uc060vgo.1,NM_023937
1674,ENSG00000268015,,,,,,,
1675,ENSG00000186509,HGNC:14724,Approved,OR9Q1,olfactory receptor family 9 subfamily Q member 1,219956,uc001nmj.4,NM_001005212
1676,ENSG00000269037,HGNC:52654,Approved,LINC01838,long intergenic non-protein coding RNA 1838,100652911,,NR_146451
1677,ENSG00000267838,,,,,,,
1678,ENSG00000268589,,,,,,,
1679,ENSG00000223642,,,,,,,
1680,ENSG00000231877,,,,,,,
1681,ENSG00000268643,,,,,,,
1682,ENSG00000269858,HGNC:14660,Approved,EGLN2,egl-9 family hypoxia inducible factor 2,112398,uc002opg.5,NM_053046
1683,ENSG00000169427,HGNC:6283,Approved,KCNK9,potassium two pore domain channel subfamily K member 9,51305,uc064qpg.1,NM_016601
1684,ENSG00000130313,HGNC:8903,Approved,PGLS,6-phosphogluconolactonase,25796,uc002ngw.4,NM_012088
1685,ENSG00000217767,HGNC:52265,Approved,NDUFAB1P1,NADH:ubiquinone oxidoreductase subunit AB1 pseudogene 1,107075303,,NG_068465
1686,ENSG00000269021,HGNC:15613,Approved,SIGLEC24P,"sialic acid binding Ig like lectin 24, pseudogene",114196,,NG_004738
1687,ENSG00000188869,HGNC:22995,Approved,TMC3,transmembrane channel like 3,342125,uc059mlt.1,NM_181841
1688,ENSG00000268818,,,,,,,
1689,ENSG00000269118,HGNC:43747,Approved,FAM90A28P,"family with sequence similarity 90 member A28, pseudogene",100128254,,NG_028700
1690,ENSG00000268705,HGNC:49706,Approved,BNIP3P26,BCL2 interacting protein 3 pseudogene 26,100421699,,NG_024167
1691,ENSG00000268565,,,,,,,
1692,ENSG00000269483,,,,,,,
1693,ENSG00000214657,HGNC:35842,Approved,RPLP1P5,ribosomal protein lateral stalk subunit P1 pseudogene 5,130678,,NG_010614
1694,ENSG00000269619,,,,,,,
1695,ENSG00000235304,HGNC:50337,Approved,LINC01281,long intergenic non-protein coding RNA 1281,286442,,NR_038968
1696,ENSG00000160113,HGNC:7977,Approved,NR2F6,nuclear receptor subfamily 2 group F member 6,2063,uc002nfq.4,NM_005234
1697,ENSG00000250315,,,,,,,
1698,ENSG00000269035,,,,,,,
1699,ENSG00000213130,HGNC:33524,Approved,EEF1DP5,eukaryotic translation elongation factor 1 delta pseudogene 5,442258,,NG_006525
1700,ENSG00000160007,HGNC:4591,Approved,ARHGAP35,Rho GTPase activating protein 35,2909,uc010ekv.4,NM_004491
1701,ENSG00000127529,HGNC:8374,Approved,OR7C2,olfactory receptor family 7 subfamily C member 2,26658,uc010xoc.2,NM_012377
1702,ENSG00000267595,HGNC:28470,Approved,BRCA1P1,BRCA1 pseudogene 1,394269,,NG_003183
1703,ENSG00000176925,HGNC:15197,Approved,OR51F2,olfactory receptor family 51 subfamily F member 2,119694,uc010qyn.2,NM_001004753
1704,ENSG00000267233,HGNC:48762,Approved,HNRNPA3P16,heterogeneous nuclear ribonucleoprotein A3 pseudogene 16,100421451,,NG_026331
1705,ENSG00000105514,HGNC:9779,Approved,RAB3D,"RAB3D, member RAS oncogene family",9545,uc060tqf.1,NM_004283
1706,ENSG00000171942,HGNC:8173,Approved,OR10H2,olfactory receptor family 10 subfamily H member 2,26538,uc002nbm.3,NM_013939
1707,ENSG00000253397,,,,,,,
1708,ENSG00000257472,,,,,,,
1709,ENSG00000256087,HGNC:20810,Approved,ZNF432,zinc finger protein 432,9668,uc061cax.1,NM_014650
1710,ENSG00000105255,HGNC:13745,Approved,FSD1,fibronectin type III and SPRY domain containing 1,79187,uc002lzy.3,NM_024333
1711,ENSG00000268155,,,,,,,
1712,ENSG00000131013,HGNC:15702,Approved,PPIL4,peptidylprolyl isomerase like 4,85313,uc003qmo.3,NM_139126
1713,ENSG00000231933,HGNC:40831,Approved,MYO18B-AS1,MYO18B antisense RNA 1,105372963,,XR_007068034
1714,ENSG00000104852,HGNC:11150,Approved,SNRNP70,small nuclear ribonucleoprotein U1 subunit 70,6625,uc002pmk.4,NM_003089
1715,ENSG00000272908,,,,,,,
1716,ENSG00000268735,,,,,,,
1717,ENSG00000104998,HGNC:17290,Approved,IL27RA,interleukin 27 receptor subunit alpha,9466,uc002mxx.5,NM_004843
1718,ENSG00000269058,HGNC:20407,Approved,CALR3,calreticulin 3,125972,uc002ned.3,NM_145046
1719,ENSG00000268156,,,,,,,
1720,ENSG00000142546,HGNC:17946,Approved,NOSIP,nitric oxide synthase interacting protein,51070,uc002pol.5,NM_001270960
1721,ENSG00000235927,HGNC:31983,Approved,NEXN-AS1,NEXN antisense RNA 1,374987,uc031uek.1,NR_103535
1722,ENSG00000254897,,,,,,,
1723,ENSG00000268743,,,,,,,
1724,ENSG00000269235,HGNC:48598,Approved,ZNF350-AS1,ZNF350 antisense RNA 1,101669766,,NR_103847
1725,ENSG00000215127,HGNC:33429,Approved,SYT14P1,synaptotagmin 14 pseudogene 1,401135,,NR_027094
1726,ENSG00000127533,HGNC:3540,Approved,F2RL3,F2R like thrombin or trypsin receptor 3,9002,uc002nfa.4,NM_003950
1727,ENSG00000269815,,,,,,,
1728,ENSG00000179134,HGNC:25492,Approved,SAMD4B,sterile alpha motif domain containing 4B,55095,uc002olb.4,NM_018028
1729,ENSG00000267882,,,,,,,
1730,ENSG00000188505,HGNC:33739,Approved,NCCRP1,"NCCRP1, F-box associated domain containing",342897,uc002okq.2,NM_001001414
1731,ENSG00000267839,,,,,,,
1732,ENSG00000079435,HGNC:6621,Approved,LIPE,"lipase E, hormone sensitive type",3991,uc002otr.4,NM_005357
1733,ENSG00000269646,HGNC:56044,Approved,ZNF888-AS1,ZNF888 antisense RNA 1,123706511,,XR_007067325
1734,ENSG00000268396,,,,,,,
1735,ENSG00000268987,,,,,,,
1736,ENSG00000269205,,,,,,,
1737,ENSG00000132003,HGNC:25704,Approved,ZSWIM4,zinc finger SWIM-type containing 4,65249,uc002mxh.1,NM_023072
1738,ENSG00000161654,HGNC:26407,Approved,LSM12,LSM12 homolog,124801,uc002iev.3,NM_152344
1739,ENSG00000267744,,,,,,,
1740,ENSG00000267505,,,,,,,
1741,ENSG00000099821,HGNC:9200,Approved,POLRMT,RNA polymerase mitochondrial,5442,uc002lpf.3,NM_005035
1742,ENSG00000180219,HGNC:28594,Approved,GARIN6,golgi associated RAB2 interactor family member 6,196472,uc001tgn.4,NM_153364
1743,ENSG00000196976,HGNC:26058,Approved,LAGE3,L antigen family member 3,8270,uc033fbs.1,NM_006014
1744,ENSG00000267399,,,,,,,
1745,ENSG00000198863,HGNC:25418,Approved,RUNDC1,RUN domain containing 1,146923,uc002ici.1,NM_173079
1746,ENSG00000174667,HGNC:8380,Approved,OR7D4,olfactory receptor family 7 subfamily D member 4,125958,uc002mla.2,NM_001005191
1747,ENSG00000183981,HGNC:35154,Approved,MAGEA13P,"MAGE family member A13, pseudogene",139363,,XR_040398
1748,ENSG00000267052,,,,,,,
1749,ENSG00000267168,,,,,,,
1750,ENSG00000196757,HGNC:25292,Approved,ZNF700,zinc finger protein 700,90592,uc002msu.5,NM_144566
1751,ENSG00000188888,,,,,,,
1752,ENSG00000267360,,,,,,,
1753,ENSG00000267119,HGNC:52347,Approved,RPL10P15,ribosomal protein L10 pseudogene 15,100129975,,NG_009916
1754,ENSG00000231804,HGNC:35694,Approved,RPL21P85,ribosomal protein L21 pseudogene 85,100271189,,NG_010449
1755,ENSG00000267271,,,,,,,
1756,ENSG00000178425,HGNC:21556,Approved,NT5DC1,5'-nucleotidase domain containing 1,221294,uc003pwj.4,NM_152729
1757,ENSG00000267620,,,,,,,
1758,ENSG00000267341,,,,,,,
1759,ENSG00000160883,HGNC:4925,Approved,HK3,hexokinase 3,3101,uc003mfa.4,NM_002115
1760,ENSG00000267069,,,,,,,
1761,ENSG00000267425,HGNC:52750,Approved,LINC01928,long intergenic non-protein coding RNA 1928,105371994,,NR_146901
1762,ENSG00000266955,,,,,,,
1763,ENSGR0000178605,,,,,,,
1764,ENSG00000188868,HGNC:30498,Approved,ZNF563,zinc finger protein 563,147837,uc002mtp.4,NM_145276
1765,ENSG00000216588,HGNC:40040,Approved,IGSF23,immunoglobulin superfamily member 23,147710,uc021uvj.1,NM_001205280
1766,ENSG00000105617,HGNC:15502,Approved,LENG1,leukocyte receptor cluster member 1,79165,uc002qdm.4,NM_024316
1767,ENSG00000189212,HGNC:22305,Approved,DPY19L2P1,DPY19L2 pseudogene 1,554236,,NR_002833
1768,ENSG00000266999,,,,,,,
1769,ENSG00000167822,HGNC:15312,Approved,OR8J3,olfactory receptor family 8 subfamily J member 3,81168,uc010riz.2,NM_001004064
1770,ENSG00000080573,HGNC:14864,Approved,COL5A3,collagen type V alpha 3 chain,50509,uc002mmq.1,NM_015719
1771,ENSG00000226800,HGNC:31391,Approved,CACTIN-AS1,CACTIN antisense RNA 1,404665,uc021umw.2,NR_038865
1772,ENSG00000179941,HGNC:26291,Approved,BBS10,Bardet-Biedl syndrome 10,79738,uc001syd.2,NM_024685
1773,ENSG00000268652,,,,,,,
1774,ENSG00000269125,,,,,,,
1775,ENSG00000105605,HGNC:13626,Approved,CACNG7,calcium voltage-gated channel auxiliary subunit gamma 7,59284,uc061clt.1,NM_001384801
1776,ENSG00000257720,HGNC:44696,Approved,ILF2P2,interleukin enhancer binding factor 2 pseudogene 2,644616,,NG_022839
1777,ENSG00000224602,HGNC:23776,Approved,RPS26P5,ribosomal protein S26 pseudogene 5,387495,,NG_009769
1778,ENSG00000134970,HGNC:24253,Approved,TMED7,transmembrane p24 trafficking protein 7,51014,uc003krf.4,NM_181836
1779,ENSG00000269242,,,,,,,
1780,ENSG00000230187,,,,,,,
1781,ENSG00000268621,HGNC:52559,Approved,IGFL2-AS1,IGFL2 antisense RNA 1,645553,,NR_135234
1782,ENSG00000237111,HGNC:5537,Approved,IGHJ3P,immunoglobulin heavy joining 3P (pseudogene),28478,,NG_001019
